id;piso-link-href;name;zona;zona_completa;precio_def;metros_cuadrados_totales;habitaciones/planta;habitaciones;caracteristicas;ubicacion;Tipo;direccion;tipo_casa;metros_cuadrados_utiles;numero_baños;numero_habitaciones;estado;tipo_urbanizacion;planta;interior;orientacion;año_contruccion;ascensor;piscina;trastero;garaje;terraza;balcon;jardin;armarios;padel;aire_acondicionado;calefaccion;latitud;longitud;postal_code;geohash_6;municipio
1;https://www.idealista.com/inmueble/104914387/;Piso en venta en Trafalgar;Chamberi;Chamberí, Madrid;650000;78;2 hab.;2;"Publicidad









Características básicas


78 m_ construidos
2 habitaciones
1 baño
Segunda mano/buen estado


Edificio


Planta 2ª exterior
Con ascensor




Certificado energético



No indicado";"Ubicación


Barrio Trafalgar


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle Trafalgar, Chamberí, Madrid;Piso;78;1;2;Segunda mano/buen estado;Edificio;2;Exterior;No especificado;No especificado;Sí;No;No;No;No;No;No;No especificado;No;No especificado;No especificado;40,43276288;-3,701040333;28010;ezjq5b;Madrid
2;https://www.idealista.com/inmueble/104354807/;Piso en venta en calle de Málaga, 9;Chamberi;Nuevos Ministerios-Ríos Rosas, Madrid;525000;70;1 hab.;1;"Publicidad









Características básicas


70 m_ construidos, 62 m_ útiles
1 habitación
1 baño
Balcón
Segunda mano/buen estado
Orientación sur


Edificio


Planta 4ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Calle de Málaga, 9


Barrio Nuevos Ministerios-Ríos Rosas


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Málaga, 9, Madrid;Piso;62;1;1;Segunda mano/buen estado;Edificio;4;Exterior;Sur;No especificado;Sí;No;No;No;No;Sí;No;No especificado;No;No especificado;No especificado;40,4388709;-3,6934291;28003;ezjq5c;Madrid
3;https://www.idealista.com/inmueble/104589853/;Piso en venta en calle de Raimundo Fernández Villaverde, 1;Chamberi;Nuevos Ministerios-Ríos Rosas, Madrid;795000;127;5 hab.;5;"Publicidad









Características básicas


127 m_ construidos, 113 m_ útiles
5 habitaciones
2 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados


Edificio


Planta 4ª exterior
Con ascensor




Certificado energético



No indicado";"Ubicación


Calle de Raimundo Fernández Villaverde, 1


Barrio Nuevos Ministerios-Ríos Rosas


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Raimundo Fernández Villaverde, 1, Madrid;Piso;113;2;5;Segunda mano/buen estado;Edificio;4;Exterior;No especificado;No especificado;Sí;No;No;No;Sí;Sí;No;Sí;No;No especificado;No especificado;40,44707075;-3,703195999;28003;ezjq5e;Madrid
4;https://www.idealista.com/inmueble/105085190/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;3650000;304;4 hab.;4;"Características básicas


304 m_ construidos, 290 m_ útiles
4 habitaciones
5 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1940
Calefacción central: Gas


Edificio


Planta 5ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Almagro, Chamberí, Madrid;Piso;290;5;4;Segunda mano/buen estado;Edificio;5;Exterior;Sur;1940;Sí;No;No especificado;No especificado;No especificado;Sí;No;Sí;No;Sí;Gas;40,4336632;-3,6942857;28010;ezjq5b;Madrid
5;https://www.idealista.com/inmueble/103013667/;Ático en venta en Almagro;Chamberi;Chamberí, Madrid;5100000;310;4 hab.;4;"Características básicas


310 m_ construidos, 270 m_ útiles
4 habitaciones
5 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación este
Construido en 1966
Calefacción individual


Edificio


Planta 6ª exterior
Con ascensor




Equipamiento



Aire acondicionado


Piscina



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Calle Almagro, Madrid;Ático;270;5;4;Segunda mano/buen estado;Edificio;6;Exterior;Este;1966;Sí;No;Sí;Sí;Sí;No;No;Sí;No;Sí;Individual;40,42315928;-3,718206567;28008;ezjmgq;Madrid
6;https://www.idealista.com/inmueble/106815733/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;1350000;109;2 hab.;2;"Características básicas


109 m_ construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado


Edificio


Planta 8ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Almagro, Chamberí, Madrid;Piso;109;2;2;Segunda mano/buen estado;Edificio;8;Exterior;No especificado;No especificado;Sí;No;No;No;Sí;No;No;No especificado;No;No especificado;No especificado;40,4336632;-3,6942857;28010;ezjq5b;Madrid
7;https://www.idealista.com/inmueble/107423130/;Piso en venta en Arapiles;Chamberi;Chamberí, Madrid;316908;91;2 hab.;2;"Características básicas


91 m_ construidos, 76 m_ útiles
2 habitaciones
1 baño
Segunda mano/para reformar
Orientación sur
Construido en 1969
Calefacción individual: Gas natural


Edificio


Planta 2ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Barrio Arapiles


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Arapiles, Chamberí, Madrid;Piso;76;1;2;Segunda mano/para reformar;Edificio;2;Exterior;Sur;1969;Sí;No;No especificado;No especificado;No especificado;No especificado;No;No especificado;No;No;Gas natural;40,4347638;-3,7083155;28015;ezjq58;Madrid
8;https://www.idealista.com/inmueble/106748191/;Piso en venta en plaza de Olavide;Chamberi;Trafalgar, Madrid;1250000;130;2 hab.;2;"Características básicas


130 m_ construidos
2 habitaciones
2 baños
Balcón
Segunda mano/para reformar
Orientación norte, oeste
Calefacción individual: Gas natural


Edificio


Planta 2ª exterior
Con ascensor




Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Plaza de Olavide


Barrio Trafalgar


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Plaza de Olavide, Madrid;Piso;130;2;2;Segunda mano/para reformar;Edificio;2;Exterior;Norte, Oeste;No especificado;Sí;No;No;No;No;Sí;No;No especificado;No;No;Gas natural;40,43277095;-3,701034132;28010;ezjq5b;Madrid
9;https://www.idealista.com/inmueble/104694997/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;475000;58;1 hab.;1;"Características básicas


58 m_ construidos
1 habitación
1 baño
Segunda mano/buen estado
Calefacción individual: Gas natural


Edificio


Semi-sótano interior
Con ascensor




Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Almagro, Madrid;Piso;58;1;1;Segunda mano/buen estado;Edificio;Semi-sótano;Interior;No especificado;No especificado;Sí;No;No;No;No;No;No;No especificado;No;No;Gas natural;40,4336632;-3,6942857;28010;ezjq5b;Madrid
10;https://www.idealista.com/inmueble/106473093/;Dúplex en venta en Almagro;Chamberi;Chamberí, Madrid;800000;67;2 hab.;2;"Características básicas


67 m_ construidos
2 habitaciones
1 baño
Terraza
Segunda mano/buen estado
Armarios empotrados
Orientación este
Construido en 1900
Calefacción individual: Gas natural


Edificio


Planta 2ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



No indicado";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Dúplex;Calle Almagro, Madrid;Dúplex;67;1;2;Segunda mano/buen estado;Edificio;2;Exterior;Este;1900;Sí;No;No;No;Sí;No;No;Sí;No;Sí;Gas natural;40,42315928;-3,718206567;28008;ezjmgq;Madrid
11;https://www.idealista.com/inmueble/107165926/;Ático en venta en glorieta de Rubén Darío;Chamberi;Almagro, Madrid;1300000;109;2 hab.;2;"Características básicas


109 m_ construidos
2 habitaciones
2 baños
Segunda mano/buen estado


Edificio


Planta 8ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Glorieta de Rubén Darío


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Glorieta de Rubén Darío, Almagro, Madrid;Ático;109;2;2;Segunda mano/buen estado;Edificio;8;Exterior;No especificado;No especificado;Sí;No;No;No;No;No;No;No especificado;No;No especificado;No especificado;40,43296355;-3,691283008;28010;ezjqh0;Madrid
12;https://www.idealista.com/inmueble/106275385/;Piso en venta en Gaztambide;Chamberi;Chamberí, Madrid;1100000;170;7 hab.;7;"Características básicas


170 m_ construidos
7 habitaciones
7 baños
Segunda mano/buen estado
Armarios empotrados
Trastero
Construido en 1950
Calefacción central
Solo acceso exterior adaptado para personas con movilidad reducida


Edificio


Planta 1ª interior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 
151 kWh/m_ año


Emisiones: 
28 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Gaztambide


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Gaztambide, Madrid;Piso;170;7;7;Segunda mano/buen estado;Edificio;1;Interior;No especificado;1950;Sí;No;Sí;No;No;No;No;Sí;No;Sí;Central;40,4349358;-3,7147092;28015;ezjq52;Madrid
13;https://www.idealista.com/inmueble/106853148/;Piso en venta en calle de José Abascal;Chamberi;Nuevos Ministerios-Ríos Rosas, Madrid;1590000;149;3 hab.;3;"Características básicas


149 m_ construidos
3 habitaciones
3 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/para reformar


Edificio


Planta 12ª exterior
Con ascensor




Equipamiento



Aire acondicionado


Piscina



Certificado energético



En trámite";"Ubicación


Calle de José Abascal


Barrio Nuevos Ministerios-Ríos Rosas


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de José Abascal, Madrid;Piso;149;3;3;Segunda mano/para reformar;Edificio;12;Exterior;No especificado;No especificado;Sí;Sí;No especificado;Sí;Sí;Sí;No;No especificado;No;Sí;No especificado;40,43852501;-3,701437129;28003;ezjq5c;Madrid
14;https://www.idealista.com/inmueble/101034254/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;1700000;300;3 hab.;3;"Características básicas


300 m_ construidos
3 habitaciones
3 baños
Segunda mano/buen estado
Armarios empotrados


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Almagro, Madrid;Piso;300;3;3;Segunda mano/buen estado;Edificio;1;Exterior;No especificado;No especificado;Sí;No;No;No;No;No;No;Sí;No;Sí;No especificado;40,4336632;-3,6942857;28010;ezjq5b;Madrid
15;https://www.idealista.com/inmueble/107521784/;Piso en venta en calle de Donoso Cortés;Chamberi;Gaztambide, Madrid;230000;40;1 hab.;1;"Características básicas


40 m_ construidos
1 habitación
1 baño
Segunda mano/para reformar
Calefacción individual: Gas natural


Edificio


Planta 1ª interior
Sin ascensor




Certificado energético



En trámite";"Ubicación


Calle de Donoso Cortés


Barrio Gaztambide


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Donoso Cortés, Madrid;Piso;40;1;1;Segunda mano/para reformar;Edificio;1;Interior;No especificado;No especificado;No;No;No;No;No;No;No;No especificado;No;No;Gas natural;40,43630188;-3,711186847;28015;ezjq59;Madrid
16;https://www.idealista.com/inmueble/100645192/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;890000;121;2 hab.;2;"Características básicas


121 m_ construidos
2 habitaciones
2 baños
Segunda mano/buen estado
Armarios empotrados
Construido en 1930
Calefacción individual: Gas natural


Edificio


Planta 2ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle Almagro, Madrid;Piso;121;2;2;Segunda mano/buen estado;Edificio;2;Exterior;No especificado;1930;Sí;No;No;No;No;No;No;Sí;No;Sí;Gas natural;40,42315928;-3,718206567;28008;ezjmgq;Madrid
17;https://www.idealista.com/inmueble/103431776/;Piso en venta en Zurbano;Chamberi;Almagro, Madrid;1060000;120;3 hab.;3;"Características básicas


120 m_ construidos
3 habitaciones
3 baños
Plaza de garaje por 50.000 € adicionales
Segunda mano/buen estado
Armarios empotrados
Calefacción central
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Zurbano


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle Zurbano, Almagro, Madrid;Piso;120;3;3;Segunda mano/buen estado;Edificio;1;Exterior;No especificado;No especificado;Sí;No;No;Sí, por 50.000 € adicionales;No;No;No;Sí;No;Sí;Calefacción central;40,43243409;-3,693364755;28010;ezjq5b;Madrid
18;https://www.idealista.com/inmueble/105515718/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;3900000;320;4 hab.;4;"Características básicas


320 m_ construidos
4 habitaciones
4 baños
Segunda mano/buen estado
Armarios empotrados
Trastero


Edificio


Planta 3ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle Almagro, Madrid;Piso;320;4;4;Segunda mano/buen estado;Edificio;3;Exterior;No especificado;No especificado;Sí;No;Sí;No;No;No;No;Sí;No;Sí;No especificado;40,42315928;-3,718206567;28008;ezjmgq;Madrid
19;https://www.idealista.com/inmueble/106542424/;Piso en venta en calle de Fortuny;Chamberi;Almagro, Madrid;2900000;215;3 hab.;3;"Características básicas


215 m_ construidos
3 habitaciones
4 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Orientación este
Calefacción central
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 2ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Fortuny


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Fortuny, Almagro, Madrid;Piso;215;4;3;Segunda mano/buen estado;Edificio;2;Exterior;Este;No especificado;Sí;No;No;No;No;Sí;No;Sí;No;Sí;Calefacción central;40,43050399;-3,690767176;28010;ezjqh0;Madrid
20;https://www.idealista.com/inmueble/107021163/;Ático en venta en Almagro;Chamberi;Chamberí, Madrid;6500000;470;5 hab.;5;"Características básicas


470 m_ construidos
5 habitaciones
6 baños
Terraza
Segunda mano/buen estado
Armarios empotrados


Edificio


Planta 4ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Almagro, Chamberí, Madrid;Ático;470;6;5;Segunda mano/buen estado;Edificio;4;Exterior;No especificado;No especificado;Sí;No;No;No;Sí;No;No;Sí;No;Sí;No especificado;40,4336632;-3,6942857;28010;ezjq5b;Madrid
21;https://www.idealista.com/inmueble/106557741/;Piso en venta en calle de Génova;Chamberi;Almagro, Madrid;2800000;190;3 hab.;3;"Características básicas


190 m_ construidos
3 habitaciones
3 baños
Segunda mano/buen estado
Armarios empotrados
Orientación sur
Construido en 1930
No dispone de calefacción


Edificio


Planta 3ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Génova


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Génova, Almagro, Madrid;Piso;190;3;3;Segunda mano/buen estado;Edificio;3;Exterior;Sur;1930;Sí;No;No especificado;No especificado;No especificado;No especificado;No;Sí;No;Sí;No dispone;40,42640189;-3,69331608;28004;ezjmgz;Madrid
22;https://www.idealista.com/inmueble/107005674/;Piso en venta en calle Blanca de Navarra, 4;Chamberi;Almagro, Madrid;1031500;87;1 hab.;1;"Características básicas


87 m_ construidos
1 habitación
1 baño
Terraza
Plaza de garaje por 60.000 € adicionales
Promoción de obra nueva
Trastero


Edificio


Planta 3ª exterior
Con ascensor




Equipamiento



Aire acondicionado


Piscina



Certificado energético de proyecto



En trámite";"Ubicación


Calle Blanca de Navarra, 4


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle Blanca de Navarra, 4, Almagro, Madrid;Piso;87;1;1;Obra nueva;Edificio;3;Exterior;No especificado;No especificado;Sí;No;Sí;Sí;Sí;No;No;No especificado;No;Sí;No especificado;40,42883904;-3,69283545;28010;ezjmgz;Madrid
23;https://www.idealista.com/inmueble/106121715/;Piso en venta en calle del Monte Esquinza;Chamberi;Almagro, Madrid;2400000;200;4 hab.;4;"Características básicas


200 m_ construidos
4 habitaciones
4 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle del Monte Esquinza


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle del Monte Esquinza, Almagro, Madrid;Piso;200;4;4;Segunda mano/buen estado;Edificio;1;Exterior;No especificado;No especificado;Sí;No;Sí;Sí;Sí;No;No;Sí;No;Sí;No especificado;40,4288171;-3,6920625;28010;ezjmgz;Madrid
24;https://www.idealista.com/inmueble/104756529/;Estudio en venta en Trafalgar;Chamberi;Chamberí, Madrid;745000;88;Planta 2ª exterior con ascensor;0;"Publicidad









Características básicas


88 m_ construidos
Sin habitación
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados
Construido en 1968


Edificio


Planta 2ª exterior
Con ascensor




Certificado energético



No indicado";"Ubicación


Barrio Trafalgar


Distrito Chamberí


Madrid


Madrid capital, Madrid";Estudio;Trafalgar, Madrid;Estudio;88;2;0;Segunda mano/buen estado;Edificio;2;Exterior;No especificado;1968;Sí;No;No;No;Sí;No;No;Sí;No;No especificado;No especificado;40,4330613;-3,7010182;28010;ezjq5b;Madrid
25;https://www.idealista.com/inmueble/105598304/;Piso en venta en calle de Rodríguez San Pedro, 50;Chamberi;Gaztambide, Madrid;920000;150;3 hab.;3;"Publicidad









Características básicas


150 m_ construidos, 144 m_ útiles
3 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Armarios empotrados


Edificio


Planta 4ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



No indicado";"Ubicación


Calle de Rodríguez San Pedro, 50


Barrio Gaztambide


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Rodríguez San Pedro, 50, Madrid;Piso;144;2;3;Segunda mano/buen estado;Edificio;4;Exterior;No especificado;No especificado;Sí;No;No;No;Sí;No;No;Sí;No;Sí;No especificado;40,43175953;-3,712333175;28015;ezjq58;Madrid
26;https://www.idealista.com/inmueble/106421516/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;2200000;250;3 hab.;3;"Características básicas


250 m_ construidos
3 habitaciones
4 baños
Segunda mano/buen estado
Armarios empotrados
Orientación sur, este
Construido en 1929
Calefacción individual: Gas natural
Solo acceso exterior adaptado para personas con movilidad reducida


Edificio


Planta 2ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



No indicado";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Almagro, Chamberí, Madrid;Piso;250;4;3;Segunda mano/buen estado;Edificio;2;Exterior;Sur, Este;1929;Sí;No;No;No;No;No;No;Sí;No;Sí;Gas natural;40,4336632;-3,6942857;28010;ezjq5b;Madrid
27;https://www.idealista.com/inmueble/107215785/;Ático en venta en Almagro;Chamberi;Chamberí, Madrid;1240000;105;2 hab.;2;"Características básicas


105 m_ construidos, 90 m_ útiles
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado


Edificio


Planta 9ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Almagro, Madrid;Ático;90;2;2;Segunda mano/buen estado;Edificio;9;Exterior;No especificado;No especificado;Sí;No;No;No;Sí;No;No;No especificado;No;No especificado;No especificado;40,4336632;-3,6942857;28010;ezjq5b;Madrid
28;https://www.idealista.com/inmueble/106436004/;Ático en venta en calle de Fortuny;Chamberi;Almagro, Madrid;6400000;500;4 hab.;4;"Características básicas


500 m_ construidos
4 habitaciones
5 baños
Terraza y balcón
Segunda mano/buen estado
Armarios empotrados
Orientación norte, sur, este, oeste
Construido en 1930
Calefacción individual
Solo acceso exterior adaptado para personas con movilidad reducida


Edificio


Planta 6ª exterior
Con ascensor




Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Fortuny


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Calle de Fortuny, Almagro, Madrid;Ático;500;5;4;Segunda mano/buen estado;Edificio;6;Exterior;norte, sur, este, oeste;1930;Sí;No;No especificado;No especificado;Sí;Sí;No;Sí;No;No especificado;Individual;40,43050399;-3,690767176;28010;ezjqh0;Madrid
29;https://www.idealista.com/inmueble/105054172/;Piso en venta en calle de Bretón de los Herreros, 41;Chamberi;Nuevos Ministerios-Ríos Rosas, Madrid;682000;60;1 hab.;1;"Publicidad









Características básicas


60 m_ construidos
1 habitación
1 baño
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación sur
Construido en 2018
Calefacción individual
Acceso y vivienda adaptados para personas con movilidad reducida


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Aire acondicionado


Piscina


Zonas verdes



Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Bretón de los Herreros, 41


Barrio Nuevos Ministerios-Ríos Rosas


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle de Bretón de los Herreros, 41, Madrid;Piso;60;1;1;Segunda mano/buen estado;Edificio;1;Exterior;Sur;2018;Sí;Sí;Sí;Sí;No;No;No;Sí;No;Sí;Individual;40,43945381;-3,696142952;28003;ezjq5c;Madrid
30;https://www.idealista.com/inmueble/106603781/;Estudio en venta en calle de Santa Engracia, 49;Chamberi;Trafalgar, Madrid;180000;17;Planta 2ª interior sin ascensor;0;"Publicidad
Ads powered by 








Situación de la vivienda


Alquilada, con inquilinos


Características básicas


17 m_ construidos
Sin habitación
1 baño
Segunda mano/buen estado
Orientación oeste


Edificio


Planta 2ª interior
Sin ascensor




Certificado energético



Consumo: 



Emisiones: 
88,25 kg CO2/m_ año


Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Calle de Santa Engracia, 49


Barrio Trafalgar


Distrito Chamberí


Madrid


Madrid capital, Madrid";Estudio;Calle de Santa Engracia, 49, Madrid;Estudio;17;1;0;Segunda mano/buen estado;Edificio;2;Interior;Oeste;No especificado;No;No;No;No;No;No;No;No especificado;No;No especificado;No especificado;40,4331414;-3,6981508;28010;ezjq5b;Madrid
31;https://www.idealista.com/inmueble/104854984/;Piso en venta en Trafalgar;Chamberi;Chamberí, Madrid;755000;80;2 hab.;2;"Publicidad









Características básicas


80 m_ construidos
2 habitaciones
2 baños
Segunda mano/para reformar
Armarios empotrados


Edificio


Planta 4ª exterior
Con ascensor




Certificado energético



No indicado";"Ubicación


Barrio Trafalgar


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Trafalgar, Madrid;Piso;80;2;2;Segunda mano/para reformar;Edificio;4;Exterior;No especificado;No especificado;Sí;No;No;No;No;No;No;Sí;No;No;No especificado;40,4330613;-3,7010182;28010;ezjq5b;Madrid
32;https://www.idealista.com/inmueble/106509926/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;3450000;295;3 hab.;3;"Características básicas


295 m_ construidos
3 habitaciones
3 baños
Balcón
Segunda mano/buen estado
Armarios empotrados
Trastero
Orientación norte, este
Construido en 1950
Calefacción central


Edificio


Planta 3ª exterior
Con ascensor




Certificado energético



Consumo: 



Emisiones: 



Ver etiqueta de calificación energética
Ocultar etiqueta";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Calle Almagro, Madrid;Piso;295;3;3;Segunda mano/buen estado;Edificio;3;Exterior;Norte, este;1950;Sí;No;Sí;No;No;Sí;No;Sí;No;No especificado;Calefacción central;40,42315928;-3,718206567;28008;ezjmgq;Madrid
33;https://www.idealista.com/inmueble/106942507/;Piso en venta en Almagro;Chamberi;Chamberí, Madrid;2900000;250;3 hab.;3;"Características básicas


250 m_ construidos
3 habitaciones
3 baños
Terraza y balcón
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Trastero


Edificio


Planta 1ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



No indicado";"Ubicación


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Almagro, Madrid;Piso;250;3;3;Segunda mano/buen estado;Edificio;1;Exterior;No especificado;No especificado;Sí;No;Sí;Sí;Sí;Sí;No;Sí;No;Sí;No especificado;40,4336632;-3,6942857;28010;ezjq5b;Madrid
34;https://www.idealista.com/inmueble/106391760/;Piso en venta en paseo de Eduardo Dato;Chamberi;Almagro, Madrid;6200000;480;5 hab.;5;"Características básicas


480 m_ construidos
5 habitaciones
4 baños
Terraza
Plaza de garaje incluida en el precio
Segunda mano/buen estado
Armarios empotrados
Construido en 1950


Edificio


Planta 7ª exterior
Con ascensor




Certificado energético



En trámite";"Ubicación


Paseo de Eduardo Dato


Barrio Almagro


Distrito Chamberí


Madrid


Madrid capital, Madrid";Piso;Paseo de Eduardo Dato, Almagro, Madrid;Piso;480;4;5;Segunda mano/buen estado;Edificio;7;Exterior;No especificado;1950;Sí;No;No;Sí;Sí;No;No;Sí;No;No especificado;No especificado;40,4327091;-3,696121397;28010;ezjq5b;Madrid
35;https://www.idealista.com/inmueble/27187439/;Ático en venta en calle Castillo;Chamberi;Trafalgar, Madrid;1050000;98;2 hab.;2;"Características básicas


98 m_ construidos
2 habitaciones
2 baños
Terraza
Segunda mano/buen estado
Calefacción individual: Gas natural


Edificio


Planta 5ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



No indicado";"Ubicación


Calle Castillo


Barrio Trafalgar


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Calle Castillo, Madrid;Ático;98;2;2;Segunda mano/buen estado;Edificio;5;Exterior;No especificado;No especificado;Sí;No;No;No;Sí;No;No;No especificado;No;Sí;Calefacción individual: Gas natural;40,42981171;-3,623382805;28037;ezjqj8;Madrid
36;https://www.idealista.com/inmueble/107268116/;Ático en venta en Vallehermoso;Chamberi;Chamberí, Madrid;1090000;108;3 hab.;3;"Características básicas


108 m_ construidos
3 habitaciones
1 baño
Balcón
Segunda mano/buen estado
Orientación este


Edificio


Planta 7ª exterior
Con ascensor




Equipamiento



Aire acondicionado



Certificado energético



En trámite";"Ubicación


Barrio Vallehermoso


Distrito Chamberí


Madrid


Madrid capital, Madrid";Ático;Vallehermoso, Madrid;Ático;108;1;3;Segunda mano/buen estado;Edificio;7;Exterior;Este;No especificado;Sí;No;No;No;No;Sí;No;No especificado;No;Sí;No especificado;40,4431893;-3,7108233;28003;ezjq5d;Madrid
